image,Text,Label,Hate Categories,Targeted Groups
meme_2173.jpeg,মুসলিম মেয়ে হিন্দু ছেলে হিন্দু মেয়ে মুসলিম ছেলে ,Hate,Religious,Community
meme_2174.jpeg,স্বামী বিদেশ থাকলে মেয়েরা যে কত কষ্ট পায় তা কেউ বুঝবেনা,Non Hate,,
meme_2175.jpg,"একটা আঙ্গুল, দুইটা আঙ্গুল, তিনটা আঙ্গুল, যে কোন একটা বেছে নাও!",Hate,Gender,Community
meme_2176.jpg,"পৌরাণিক কাহিনী আজ যা ধর্ম, আগামীকাল তা কল্পগাথা",Hate,Religious,Community
meme_2177.jpeg,যখন কোনো বন্ধুকে ১ টার পর ১ টা সিগারেট খেতে দেখি  আর বেশি দিন নেই খাটে শুয়ে পরগে যা ,Non Hate,,
meme_2178.jpg,স্যার একটা কথা মাথায় ঘুরছে... বলে ফেল... উনি বেকারদের হটাৎ চা বিস্কুট ঘুগনির কারবার করতে বললেন কেন? গরু কয়লা বালি সোনা নিয়ে কারবার অলরেডি ভাইপো করছে...,Hate,Political,Organization
meme_2179.jpg,"তুই কি জানিস, দুনিয়ার এক বিলিয়ন মুসলিম প্রত্যেক বছর পুরা এক মাস ধইরা ভোজন-উৎসব চালায়? কারণ তারা জানতে চায়, গরীব আর ক্ষুধার্ত থাকতে কেমন লাগে। হুঁ, আমি জানতাম এইটা।",Hate,Religious,Community
meme_2180.png,আপা গণতন্ত্র মানে কি? বাংলাদেশে আইসা দেখে যান!,Hate,Political,Organization
meme_2181.jpg,সে যে বসে আছে একা একা.. তাতে আমার কি আমি যে শুয়ে আছি একা একা!,Non Hate,,
meme_2182.jpeg,পশ্চিমবঙ্গে সিপিএম তৃণমোল্লা মোদীকে হারাবার সময় সিপিএম তৃণমোল্লা,Hate,Political,Organization
meme_2183.jpg,পরিক্ষার টেনশন আমার মোবাইল আমি,Non Hate,,
meme_2184.jpg,বৃষ্টির জন্য বড় অবদান আমার ঐ ফাইজলামি পাইসোস? কেন? আমি মেঘ ধরে নাড়াচাড়া দিছিলামতো,Hate,Political,Organization
meme_2185.jpeg,শালাকে গরম তেলে ছাড়বো বহুত কষ্ট করে ধরেছি,Hate,Political,Organization
meme_2186.jpeg,দেখছিস তো বিনোদ ৩৪ বছর ক্ষমতায় থাকার সময় মানুষকে যেভাবে সিপিএম অত্যাচার করতো যাদবপুরের বড়ো বড়ো বিপ্লবী দাদারাও সেই একই অত্যাচার করে একটা ছেলেকে মেরে ফেললো ,Hate,Political,Organization
meme_2187.jpg,আমি চাই একদিন মোহনবাগান ব্রাজিল আর ইতালিকে হারিয়ে বিশ্ব চ্যাম্পিয়ন হোক!,Hate,Political,Organization
meme_2188.jpeg,রাজ্যে ৪১ লক্ষ চাকরি আশ্বাস মমতার বাংলায় ৪১ লক্ষ চাকরি হবে কিন্তু এতগুলো পোষ্টই তো নেই মা তাদের মাইনে কোথা থেকে দেবেন পঞ্চায়েত ভোট আসছে তো তাই ওদের দিয়ে ছাপ্পা মারার কাজ করাবেন,Hate,Political,Organization
meme_2189.jpeg,"কাদিস না অভিশেক নামের একটা বোঝা আমার ঘাড়েও আছে, আমি দুঃখটা বুঝি।",Non Hate,,
meme_2190.jpg,এসব দেখি কানার হাট বাজার,Hate,Gender,Community
meme_2191.jpeg,এরকম প্রথম ম্যাচ হেরে শেষবার বিশ্বকাপ জিতসিল আর্জেন্টিনা,Non Hate,,
meme_2192.jpg,ফ্যামিলির সবাইকে খাবার পরিবেশন করতে গিয়ে যখন ভাবীর বুক থেকে ওড়না পড়ে যায় দুষ্টু দেবর বি লাইক:,Hate,Gender,Community
meme_2193.jpeg,কিডনি বিক্রি করে মিয়ামি বনাম আল নাসের এর খেলা দেখতে আসার পর যখন জানতে পারে মেসি বা রোনালদো কেউই এই ম্যাচে খেলবে না,Non Hate,,
meme_2194.jpg,"গ্রাম থেকে শহরে ঘুরতে আসা চাচা ধানমন্ডি, বসুন্ধরা এলাকায় ওড়না ছাড়া মেয়েদের ঘুরাঘুরি করতে দেখার পর কেয়ামতের আলামত শুরু হয়ে গেসে",Hate,Gender,Community
meme_2195.jpg,থানা পাড়া মিমের বাসার সামনে দাড়াই থাকো কেন সারাদিন ?,Non Hate,,
meme_2196.jpeg,রেগুলার পট করী বন্ধুকে পটহেড এবং পটারহেড এর পার্থক্য বোঝানোর জন্যে যখন হ্যারি পটার সিরিজের কাহিনী শুনান কিন্তু এসব গাঁজাখোরি গল্প শুনে সে পাল্টা বলে তাহলে তো আমিও পটারহেড,Non Hate,,
meme_2197.jpg,এসএসসি তে ফেল করার পর যখন ব্যাটারি চালিত রিক্সা কিনতে চাই আব্বু: বাপরে...শখের তো কমতি নাই,Non Hate,,
meme_2198.jpeg,আমি ভেবে পাচ্ছিনা একটা ছেলে কতটা ভাগ্যবান হলে আমার মতো নিষ্পাপ বউ পাবে,Non Hate,,
meme_2199.jpeg,গ্রামের মুরুব্বি ১ আরে ধুর ও শহরের আধুনিক পোলা ধর্মের ব্যাপারে খোঁজ রাখে নাকি গ্রামের মুরুব্বি ২ হ ওরে ডাইকা হালকা একটা বুঝ দেই শব এ বরাত নিয়া নাকি আমরা বাড়াবাড়ি করি  শহরের আধুনিক আমি,Non Hate,,
meme_2200.jpeg,গতকাল একটা ভয়ংকর সপ্ন দেখেছি বন্ধু কী দেখেছিস স্বপ্নে আমার বিয়ে হয়ে যাচ্ছিল ,Non Hate,,
meme_2201.jpg,তুমি যদি এই কাজটি করে থাকো তাহলে তোমার শৈশব অনেক জোশ ছিলো,Non Hate,,
meme_2202.jpeg,গার্লফ্রেন্ড বয়ফ্রেন্ড জাস্টফ্রেন্ড লিভ টুগেদারের মত পশ্চিমা কালচার নরমালাইজ করার পর বাংলা নাটক ইন্ডাস্টি অই নেক্সট,Hate,Gender,Community
meme_2203.jpeg,"জানি মানব হত্যা মহাপাপ কিন্তু মেহেদী দেয়া তেঁতুল আচার খাওয়া,ফুল পছন্দ করার কারণে যখন কেউ জিজ্ঞেস করে তুই কি মেয়ে নাকি তখন আর কোন উপায় থাকে না ",Hate,Gender,Community
meme_2204.jpg,"দেশী পিচ্চিদের অবস্থা, যখন বলে... আপনার মোবাইলে গেমস আছে?",Non Hate,,
meme_2205.jpg,নেক্সট অ্যাটাক কারে করুম? হিন্দু খ্রিষ্টান এইসব বাদ দিয়া একসাথে মিলামিশা থাকলে কেমুন হয়?,Hate,Religious,Community
meme_2206.jpg,"পশু কুরবানী অমানবিক' - এটা মানুষকে গিলিয়েই ছাড়বো! দুষ্টু মুসলিমরা এখন 'পাঁঠা বলি' নিয়ে উল্টো প্রশ্ন তুলছে অন্যদিকে, বিফ-তো আমার খুবই পছন্দ!",Hate,Religious,Community
meme_2207.jpg,গায়ে হলুদের সময় বিয়ের সময় শাশুড়ির সামনে শশুরের সামনে দেওরের সামনে ফুলশয্যার পর,Hate,Gender,Community
meme_2208.jpeg,"দেশ বেচে এসেছি আড্ডা মারতে না, দেশ বেচা হয়ে গেলে বাড়ি চলে যাবো",Hate,Political,Organization
meme_2209.jpg,বোরখা - আমার নিজের চয়েস । লিঙ্গবৈষম্য,Hate,Religious,Community
meme_2210.jpeg,মা যখন বলে চায়ে এক চামচের বেশি গুড়া দুধ দিবি না আমার চামচ,Non Hate,,
meme_2211.jpg,"প্রবৃত্তিপুজা ""মানবতাবাদ""",Hate,Religious,Community
meme_2212.jpg,*দোকানের বেগুনি *বাসার বেগুনি,Non Hate,,
meme_2213.jpeg,এতো ভাব কিসের তোমার আমাদের রায়পুরাতেই এখন চলছে বাণিজ্য মেলা ভাব ভো একটু থাকবেই,Non Hate,,
meme_2214.jpg,রয়্যাল বেঙ্গল টাইগার অনুব্রত মন্ডল! মন্তব্য অভিনেতা বিধায়ক সোহমের এ কেমন বাঘ যার ঠিকানা তিহার জেল!?,Hate,Political,Organization
meme_2215.jpg,বান্ধবী প্রেম করছে শোনার পর : ছেলেটা কি অন্ধ?,Non Hate,,
meme_2216.jpeg,মদন মিত্র যতই চোর ডাকাত মাতাল হোক না কেন মানুষ হিসেবে তিনি খুব ভালো গতকাল বুদ্ধবাবুর নামে কত প্রশংসা করেছেন দেখলেন না ,Non Hate,,
meme_2217.jpg,অবিশ্বাসীদের করা সৎ কাজের মূল্য আল্লাহর কাছে আছে। (সূরা যিলযাল ৯৯:৭) অবিশ্বাসীদের করা সৎ কাজের মূল্য আল্লাহর কাছে নেই ! (সূরা আত তাওবাহ ৯:১৭),Hate,Religious,Community
meme_2218.jpeg,"আমাদের সকলের প্রিয় কানাইয়া দা আর নেই, তার অকাল মৃত্যু হলো, সিপিএম কর্মীদের কাছে",Hate,Political,Organization
meme_2219.jpg,"অনেক দিন পর রাস্তায় যখন ক্রাশকে দেখি: বুকে চিন চিন করছে হায়, মন তোমায় কাছে চায়।",Non Hate,,
meme_2220.jpg,দুইবার ভুমিকম্প হইসে ! একবার ও টের পাই নাই !,Non Hate,,
meme_2221.jpeg,যখন কাউকে সিঙ্গারা সমুচার সাথে পেঁয়াজ কামড়িয়ে খেতে দেখি  রাজার ছেলে মনে হয়,Non Hate,,
meme_2222.jpg,"ইছলামের নবী বলসে, সেজদায় গিয়া কেউ ইমামের আগে মাথা তুললে তার মাথারে আল্যা গাধার মাথা বানায়া দিবে অথবা তার শরীররে বানায়া দিবে গাধার শরীর । (বুখারি, খণ্ড ১, বই ১১, হাদিস ৬৬০)",Hate,Religious,Community
meme_2223.jpg,বাজারের সবচেয়ে* কমদামী গরু *আমার আব্বু,Non Hate,,
meme_2224.jpg,এরকম গন্ধ তো আমার বয়ফ্রেন্ড এর গা থেকেও পাওয়া যায় হ্যাঁ জানি,Non Hate,,
meme_2225.jpeg,একটা মেয়ে আমাকে দুই ঘন্টা ধরে বোঝালো যে মেয়েরা কথা কম বলে,Hate,Gender,Community
meme_2226.jpeg,সাদা জামা পরে খেতে বসা বিদ্যমান তরকারির ঝোল,Non Hate,,
meme_2227.jpeg,রমজানে যারা শ্বশুর বাড়িতে গিয়ে সরবত বানানোর জন্য পোস্ট দিছো তারা এই ঈদে চুপ কেনো ভুড়ি সাফ করতে যাবা না শ্বশুর বাড়ি,Hate,Gender,Community
meme_2228.jpg,বিশ্বকাপের জন্য একটা পতাকা কিনছিলাম কিন্তু ঝড়ের বাতাসে উইড়া গেছে,Non Hate,,
meme_2229.jpg,যখন কোনো মেয়ে অনেকদিন পর আমের আচার খায় আমিও এইভাবে আচার খাই,Hate,Gender,Community
meme_2230.jpeg,"পুজোর মুখেই নিম্নচাপের খাড়া, আছড়ে পড়তে পারে ঘূর্ণিঝড় তিতলি। দুর্গা আর পুজোর আনন্দ মাটি করতে চাই তিতলি, মেয়েরই মেয়েদের বড় শত্রু।",Hate,Gender,Community
meme_2231.jpeg,"বুঝলি আমরা তোদের আবার জল দেবো। আরে থ্যাংক ইউ দাদা। আর মেরো না, খুব ভয় লাগছে। আরে নেভি বলছে ওরাও একটা স্ট্রাইক মারবে। তাই জল দিচ্ছি যাতে নেভি ঢুকতে পারে বুজলি। ফাক!",Hate,Political,Organization
meme_2232.jpeg,বিরিয়ানি খেয়ে হজমি গুলি ব্যারাকপুরের লোকজন বিরিয়ানি খেয়ে বন্দুকের গুলি ,Non Hate,,
meme_2233.jpg,ইছলামত্যাগীদের হত্যা করো! ধর্ম-সমালোচকদের ফাঁসি দাও! নারীদের দোররা মারো! কাফেরদের দাস বানাও! সমকামীদের ফাঁসি দাও! বউকে পেটাও! শিশুবালিকাদের বিয়ে করো! মূর্তি ধ্বংস করো! শুনে মনে হচ্ছে বীভৎস এক ধর্ম! খবরদার! আমার ধর্মের প্রতি শ্রদ্ধা দেখান।,Hate,Religious,Community
meme_2234.jpg,চোর ধরার জন্য ক্যামেরা লাগাইছিলাম ক্যামেরাই চুরি হয়ে গেছে,Non Hate,,
meme_2235.jpg,যখন কোন মেয়ে আমার ডিপি তে লাভ রিয়েক্ট দেয় আমি-,Non Hate,,
meme_2236.jpeg,বলছিলাম রাইত জাইগা পছন্দের ক্লাবের খেলা দেখার দরকার নাই,Non Hate,,
meme_2237.jpeg,"বিশ্বজুড়ে প্রেমের দিবস, সবাই করছে প্রেম মিটিয়ে আশ, কিছু সৈন্য ছুটি পেলো আজ, মায়ের কোলে ফিরছে তাদের লাশ",Hate,Political,Organization
meme_2238.jpg,"তাকিয়া ইছলাম অনুমোদিত শঠতা ব্যবহারিক প্রয়োগ মুছলিমরা যখন সংখ্যায় স্বল্প... আমরা শান্তির ধর্মের প্রতিনিধি | মুছলিমদের সংখ্যা একটু বাড়লে.... ইছলাম বিশেষ মর্যাদা পাবার অধিকার রাখে। মুছলিমরা যখন সংখ্যাগরিষ্ঠ... ইছলামের পথে আসো, নাইলে খবরাছে",Hate,Religious,Community
meme_2239.jpeg,দেখ কুত্তার বাচ্চা তুই পারোস নাই কিন্তু নাহিদ ঠিকই পারসে বড় করতে,Hate,Gender,Community
meme_2240.jpeg,সব ধর্মের রক্ত আছে এই মাটিতে হিন্দুস্থান কারো বাপের নয় রাহুল গান্ধী রক্ত পরীক্ষা করার জন্য ক্লিনিক খুলে বসে নেই খান থেকে গান্ধী কী করে হয় কাগজ দেখা,Hate,Political,Organization
meme_2241.jpg,লোক লজ্জায় বলতে পারি না আম্মুর হাতের রান্নার চেয়ে আব্বুর হাতের রান্না অনেক মজা লাগে,Non Hate,,
meme_2242.jpeg,"মেয়েরা: মেধা দিয়ে ডিগ্রি অর্জন করতে হবে, ফুটো দেখিয়ে ডিগ্রি অর্জন করতে হবে।",Hate,Gender,Community
meme_2243.jpg,"যখন তুমি কিউট ইন্সটা কুইন হইতে যাইয়া ভাত পাও না, কিন্তু দুধ শো-অফ কইরা অনেক গুলা লাইক কামাই ফেলো",Hate,Gender,Community
meme_2244.jpg,"*সাম্রাজ্যবাদী বুর্জোয়া রাষ্ট্রের মুসলিম বিরোধী প্রচারণা বিদ্যমান* লিবারেল নাস্তিক এবং ""বিপ্লবী বামপন্থী"":",Hate,Political,Organization
meme_2245.jpg,ছোট ভাইয়ের সাথে মারামারির সময় যখন আম্মু চলে আসে,Non Hate,,
meme_2246.jpg,বাঙ্গির শরবত খাইয়ে ছেলে পটিয়ে নিলো সুমাইয়া নামের এক যুবতী!,Non Hate,,
meme_2247.jpeg,শিক্ষামন্ত্রী এদেশের হলেও কার্যক্রম চালানো হবে ওই পার থাকে ,Hate,Political,Organization
meme_2248.jpg,শুভেন্দু তো দিব্বি তৃণমূলে ছিল হটাৎ বিজেপিতে যেতে গেল কেন? ও যদি টিএমসি-তে থাকতো তাহলো ওকেও আজকে পাচিল টপকাতে হতো। সেয়ানাটা এটা আগে বুঝে দল টপকালো।,Hate,Political,Organization
meme_2249.jpeg,তুমি লেনিনের ফাদে পড়েছ বাবা গো,Hate,Political,Organization
meme_2250.jpeg,ছোটবেলা থেকে স্বপ্ন ছিল যে এমন কাউকে পাই যাকে পেলে সব ভুলে যাই তারপর জীবনে মোবাইল এলো,Non Hate,,
meme_2251.jpg,বেহেস্তী ব্যাংক মুক্ত হস্তে দান করুন অতঃপর,Hate,Religious,Community
meme_2252.jpg,আমি সমক![মী]তাকে করি তাহলে তোদেরকে থাপ্পড় ম![রা] আমার নৈতিক দায়িত্ব,Hate,Gender,Community
meme_2253.jpeg,সব পাগলীর ঠিকানা পাবনা হয়না কিছু কিছু পাগলীর ঠিকানা হয় পাগলের বুকে ,Non Hate,,
meme_2254.jpeg,গোস্ত খাওয়ার সময় সাদা পাঞ্জাবিতে ঝোল লেগে যাওয়ার পর আমার সর্বনাশ হইয়া গেছে ,Non Hate,,
meme_2255.jpeg,তখন মোদির বিএসএফ বাংলাদেশি অনুপ্রবেশ আটকাতে পারছে না কেন এখন বিএসএফ এর ক্ষমতা বাড়ানো কেন হলো মোদি তুই জবাব দে ঢ্যামনামোর একটা লিমিট থাকা উচিত দিদি,Hate,Political,Organization
meme_2256.jpg,"ইয়া মাবুদ, তুমি যদি আমার মোনাজাত শুইনা থাকো, আমারে কোনও সিগন্যাল দিয়া জানাও।",Hate,Religious,Community
meme_2257.jpeg,"বর্তমানে পশ্চিমবঙ্গে একমাত্র হোটেল যেখানে ফ্রেশ খাবার পাওয়া যায়, সেটি বাবার হোটেল।",Non Hate,,
meme_2258.jpg,যখন তুুমি রোযা রেখে গালি দিতে পারবেনা দেখে কারো পোস্টে তোমার হিন্দু বন্ধুকে মেনশন দিয়ে গালি দেওয়াও । ডান কাধের ফেরেস্তাঃ বাম কাধের ফেরেস্তাঃ,Non Hate,,
meme_2259.jpeg,"সন্ত্রাস প্রতিরোধে জনগণকে লাঠি বাশ দিলেন খুলনা রেঞ্জের ডিআইজি, এবার হিন্দুদের হাতে অস্ত্র তুলে দিলো খুলনা রেঞ্জের ডিআইজি! পুলিশ কি চায় দেশে দাঙ্গা লাগুক?",Hate,Religious,Community
meme_2260.jpg,"শুভ শিক্ষক দিবস স্যারজি... আচ্ছা রেস্টুরেন্টে চল মসা, মাছি ভাজা খাওয়াব...",Non Hate,,
meme_2261.jpg,"রাতে আব্বু বাসায় আসার পর, ছোট ভাই/ বোন: আব্বু ! ভাইয়া আমাকে",Non Hate,,
meme_2262.jpg,ইসলাম শান্তির ধর্ম কিন্তু শান্তি প্রতিষ্ঠার জন্য আগে ইসলাম কায়েম করতে হবে মডারেট মুসলিম,Hate,Religious,Community
meme_2263.jpg,দেখতে পাচ্চো বিনোদ উন্নয়নের নব জোয়ারে ব্যালট কেমন ভাসছে,Hate,Political,Organization
meme_2264.jpg,"হাসনাত রেজা করিম ও তাহমিদ হাসিব খানের মুক্তি চাই! জঙ্গি মুছলিম মডারেট মুছলিম বাংলাদেশে সম্ভাব্য জঙ্গির সংখ্যা কয়েক কোটি, এরা স্রেফ সুযোগ ও সাহসের অভাবে মডারেট",Hate,Religious,Community
meme_2265.jpg,"""ফেইসবুকে যেমন"" ""বাস্তবে যেমন""",Hate,Gender,Community
meme_2266.jpeg,আম্মুর সাথে শীতের মার্কেট করতে গেছিলাম এটা কিনে দিসে ,Non Hate,,
meme_2267.jpeg,২০ সেকেন্ডের ষ্টোরি আপলোড দিতে গিয়ে ২ ঘণ্টা যাবৎ পছন্দের গান খুঁজতে থাকা আমি ,Non Hate,,
meme_2268.jpeg,ক্লাবকে নিজের ফ্যামিলি বলা মানুষ যখন নিজের বাসায় যায় তোমরা কারা আমি এখানে কেনো,Non Hate,,
meme_2269.jpeg,কলাবিজ্ঞানীদের কাছে মূর্তির পেছনে বাঁশ ঢুকিয়ে মূর্তির থেকে মঙ্গল আশা করার বিজ্ঞান জানতে চাইলাম ,Hate,Religious,Community
meme_2270.jpg,"মানুষ ও বান্দরের মধ্যে চরম একটি পার্থক্য, আমাদের দাড়ি গজায় বান্দরের দাড়ি গজায় না তবে ছাগলের দাড়ি গজায় আতংকে আছি, কখন যে নাস্তিকরা বলে ওঠে, আমাদের পূর্ব পুরুষ ছাগল ছিলো, আমরা ছাগল থেকে বির্বতিত",Hate,Religious,Community
meme_2271.jpeg,তুই ভালো জমিতে জন্মানোর চান্স পাস নাই তাই তুই বাঙ্গি,Non Hate,,
meme_2272.jpg,যখন কেউ এসে বলে আজকে তো ভ্যালেন্টাইন্স ডে... তখন আমি :- তাতে আমার বাল ছেড়া গেলো,Non Hate,,
meme_2273.jpeg,"জুতা লুকিয়ে 10,000 টাকা পেয়ে খুশি হওয়া শ্যালিকা তার বাপের কাছে 10 লক্ষ টাকা বাইক এবং ফানিচার নিয়ে বসে থাকা জামাই বাবু  ",Non Hate,,
meme_2274.jpg,"ইসলাম মধ্যযুগীয়, সেকেলে... চল, প্রাগৈতিহাসিক সরীসৃপ নিয়া নববর্ষের মিছিল করি!",Hate,Religious,Community
meme_2275.jpg,যখন আপনি মেহেদী লাগাতে চান কিন্তু মেহেদী আপনাকে উল্টো লাগিয়ে দেয়,Hate,Gender,Community
meme_2276.jpg,২৩শে জানুয়ারিতে তিনু নেতা *সকালে *রাতে,Hate,Political,Organization
meme_2277.png,ওই... কি? এতো বালুর ট্রাক পাঠান কেন?? পারলে একটা আটা ময়দার ট্রাক পাঠান পার্লার খুইলা ফেলতে পারবো,Hate,Political,Organization
meme_2278.jpg,যখন কোন হর্নি দিদি পাড়ার ইনোসেন্ট ছোট ভাইদের থেকে মজা নিতে চায়,Hate,Gender,Community
meme_2279.jpeg,প্রেমিকের মন খারাপ কারণ তার প্রেমিক এক বেলা ভাত খায়নি জন্য অসুস্থ হয়ে মারা যেতে পারে ,Non Hate,,
meme_2280.jpeg,তোকে কতবার বলেছি আব্বু ফোন দিলে আশপাশ থকে উল্টাপাল্টা কথা বলবিনা ,Non Hate,,
meme_2281.jpeg,মানুষের মুখে শুনা জিন পরীকে যখন টিভির পর্দায় স্টেডিয়ামে দেখতে পান ,Non Hate,,
meme_2282.jpg,পটনা স্টেশনের টিভিতে পর্ন ভিডিয়ো চলল মিনিট তিনেক!,Hate,Political,Organization
meme_2283.jpg,"সিষ্টার, ক্রুশটা এখানে চেপে ধরুন। অবস্থা গুরুতর। জলদি ধূপাধার নিয়ে আসুন। আমি চার সিসি দোয়াযুক্ত পানি ইঞ্জেক্ট করছি।",Hate,Religious,Community
meme_2284.jpeg,আম্ফানে টাকা দিয়েছিস কী হিসেব চাইছিস আম্ফানে কেন্দ্র সরকার ৩৭০০ কোটি টাকা পাঠিয়েছিলো,Hate,Political,Organization
meme_2285.jpeg,হুমায়ুন আজাদের কবিতার বই কিনে এনেছিলাম বাবা অশ্লীল চটির বই ভেবে উদোম কেলিয়েছে,Hate,Gender,Community
meme_2286.jpeg,"বুকের উপর গুলি চালিয়েও বাঙালিকে উর্দু শেখাতে না পারা পাকিস্তান, মুভি সিরিয়াল দেখিয়ে বাঙালিকে হিন্দি শিখিয়ে ফেলা ভারত",Hate,Political,Organization
meme_2287.jpeg,ভারতে মুসলমান শহিদ করতে গুলি চালনা শিখছে হিন্দু মহিলা। বাংলাদেশে মুসলমান শহিদ করতে হিন্দু মহিলার হাতে বাশ তুলে দিচ্ছে পুলিশ,Hate,Religious,Community
meme_2288.jpg,প্লিজ এবার বিয়েটা করে নাও বয়স তো দিন দিন বেড়েই চলেছে মাই বিয়ে ইজ মাই বিয়ে নান অফ ইয়োর বিয়ে,Non Hate,,
meme_2289.png,আমারও সিক্স প্যাক অ্যাবস আছে যাতে কেউ নজর দিতে না পারে সেই জন্য ভুঁড়ি দিয়া ঢাইকা রাখি,Non Hate,,
meme_2290.jpeg,টিভিতে দেখায় মেয়েরা যেভাবে আম খায় বাস্তবে যেমন করে খায়,Hate,Gender,Community
meme_2291.jpg,*বিচি *চামড়া প্যান্টের চেন,Non Hate,,
meme_2292.jpg,চীনা অ্যাপ ভারতে ব্যবহার করা নিষিদ্ধ হলো; চীনের অর্থনীতি:-,Hate,Political,Organization
meme_2293.jpg,কোটি টাকার নিয়োগ 'দুর্নীতি' কুন্তল কমিশন নিয়েছেন ১০%| বাকি ৯০% কোন ঘাটে জমা করলো!!,Hate,Political,Organization
meme_2294.jpg,"হাদিসঃ- [উক্ত স্ত্রীর সৌন্দর্য ও উজ্জলতা এমন হবে যে,] পোশাক ও অলংকার ভেদ করে তার হাড়ের মজ্জা পর্যন্ত দেখা যাবে। বেহেস্তী সানি লিওন। ভেস্তে গিয়া কে এই হুরী থুক্কু হরর শো দেখতে চান হাত তোলেন, অন্যকেও হাত তুলতে বাধ্য করেন... আমরা দেইখা হাসতে হাসতে কুটি কুটি হই।",Hate,Religious,Community
meme_2295.jpg,"ক্লাস ক্যাপ্টেন: সবাই চুপ কর, নাহলে বোর্ডে নাম লিখবো । ব্যাকবেঞ্চার্স: তোমাল ততা কেউ তোতেও না !",Non Hate,,
meme_2296.jpg,একটা মেয়েকে প্রপোজ করসিলাম সে সাথে সাথেই 'হা' বলে দিসিলো কিন্তু সে 'হা' বলসিল তিনবার। হা হা হা ।,Non Hate,,
meme_2297.jpg,দোস্ত আজকের কনসার্ট কিন্তু অনেক জমজমাট হইছে হ্যা বন্ধু আতশবাজিগুলা অনেক সুন্দর সারাবছরের গ্লানি ভুলে গেলাম এখানে এসে,Non Hate,,
meme_2298.jpeg,"সেই চরম মুহূর্ত যখন সরস্বতী পুজোর প্যান্ডেলেক্রাশের সঙ্গে কাজ করার সময় বন্ধুরা বলে "" দেখ একসাথে দুজনকে দারুণ মানিয়েছে",Non Hate,,
meme_2299.jpeg,টিফিনের সময় যখন দেখি কোন বন্ধু বাসা থেকে নুড়ুলস নিয়ে আসে ওরে ম্যাগি,Non Hate,,
meme_2300.jpeg,ডাব খাবে নাকি আমার?,Hate,Gender,Community
meme_2301.jpeg,পরীক্ষার দিনটা ও যদি ভোটের মতো হতো পরিক্ষা দিতে গিয়ে দেখতাম আমার পরিক্ষা দেওয়া হয়ে গেছে,Hate,Political,Organization
meme_2302.jpg,"সবচেয়ে বোকা প্রানী কোনটা? গরু, নিজেরা পানি খায় আর মানুষকে দেয় দুধ",Non Hate,,
meme_2303.jpeg,মনে রাখবি যাদের তুই বন্ধু ভাবিস তারা সবাই কিন্তু তোকে বন্ধু ভাবে না ,Non Hate,,
meme_2304.jpeg,আগে ব্রা পরিধান করতো দুধ ঢাকার জন্য। আর এখন ব্রা পরিধান করে দুধের সাইজ ফুটে ওঠার জন্য।,Hate,Gender,Community
meme_2305.jpeg,আচ্ছা তুমি কি চাকরী যোগার করবা না হ্যাঁ করবো তো আর বেশিদিন না কতদিন এই ধরো আর এক জীবন,Non Hate,,
meme_2306.jpeg,তাকে বললাম আমার জীবন আলোকিত করে দাও সে আগুন ধরিয়ে দিলো,Non Hate,,
meme_2307.jpg,মুখ্যমন্ত্রীকে সাম্মানিক ডি-লিট দিয়েছে কলকাতা বিশ্ববিদ্যালয়ও,Hate,Political,Organization
meme_2308.jpg,আমি যদি কখনো হারিয়ে যাই তোমরা কী করবে ? বিজ্ঞাপন দেব পাকিস্তানের প্রধানমন্ত্রি ইমরান খাঁন এর বোন নিখোঁজ,Hate,Political,Organization
meme_2309.jpg,মা মা একটু পাওলি ডাম দাও ! চেটে চেটে খাবো ধ্যাত ল্যাওড়া !,Hate,Gender,Community
meme_2310.jpeg,ভোট দিতে গিয়ে যখন জানতে পারেন আপনার মৃত আত্মীয় কিছুক্ষণ আগে ভোট দিয়ে গেছে,Hate,Political,Organization
meme_2311.jpeg,মাইনসে কথা বললে কি সুন্দর প্রেম হইয়া যায় আর আমি মুখ খুললেই গেঞ্জাম লাইগা যায়,Non Hate,,
meme_2312.jpg,বিন মিয়া কওতো দেখি 'সাইক্লোন' কি? ইহা এক ধরণের লোন যা কিনা সাইকেল কেনার জন্য দেওয়া হয়!,Non Hate,,
meme_2313.jpeg,"ধর্ম কখনও খারাপ হয় না, খারাপ হয় মানুষ। আর খারাপ মানুষের কোনো ধর্মই হয় না।",Hate,Religious,Community
meme_2314.jpeg,পরীক্ষার খাতা দেখে অভিভাবক পরীক্ষায় পাশ করে খুশিতে থাকা আমি,Non Hate,,
meme_2315.jpg,যেহেতু আজকে ঈদে আমার অনেক প্ল্যান সেহেতু আজকে সারাদিন বৃষ্টি হতে হবে,Non Hate,,
meme_2316.jpeg,খুব কেয়ার করতেছিলো  ভাবছিলাম ভালোবাসে হয়তো পরে শুনলাম সবাইকেই কেয়ার করে,Non Hate,,
meme_2317.jpeg,"ভোটগণনা চলছে, নোটা সিপিএম টিএমছি বিজেপি",Hate,Political,Organization
meme_2318.jpeg,মামা খুব ডিপ্রেসড লাগতেসে কি করবো বুঝতেসিনা ব্রেইন ওয়াশ করে সাজেশন দেয়ার পর বন্ধু তোর জীবন তুই যা ভালো বুঝবি কর ,Non Hate,,
meme_2319.jpg,যখন তুমি টয়লেটে থাকো আর তখনই মোবাইলে কল আসতেই থাকে,Non Hate,,
