sample,Video Title,Video URL,Publish Date,Video Category,Comment,H/NH,Target Group,Hate Category,explanation
8774,সংসদে দীপু মনি ও রুমিন ফারহানার তেতো-মিষ্টি লড়াই | Dipu Moni | Rumin Farhana | Channel 24,https://youtube.com/watch?v=kvmlmMEof6U,08-06-2022,News & Politics,খালেদাজিয়া এতিমের টাকা আত্বসাত করে ২ কোটি এর জন্য সারাজীবন মামলা আর শেখ হাসিনার পিয়ন ৪ শত কোটি টাকার মালিক এখন কার নামে মামলা হওয়া উচিৎ????,H,Female,"Political,Personal Offence",রাজনৈতিক ব্যক্তিত্বদের বিরুদ্ধে আর্থিক দুর্নীতি ও চরিত্রহননের অভিযোগ এনে ব্যক্তিগত আক্রমণ করা হয়েছে। ‘এতিমের টাকা আত্মসাৎ’ এবং ‘পিয়ন’ শব্দগুলো ব্যবহার করে তাদের সম্মান ও বিশ্বাসযোগ্যতা প্রশ্নবিদ্ধ করা হয়েছে।
8775,সংসদে দীপু মনি ও রুমিন ফারহানার তেতো-মিষ্টি লড়াই | Dipu Moni | Rumin Farhana | Channel 24,https://youtube.com/watch?v=kvmlmMEof6U,08-06-2022,News & Politics,কেন তৈরি করলো গুল ডেন  সেতু  এটাই পৃথিবী  শেষ না দিন শেষে আমাদের সবাইকে এই পৃথিবীর  ছাড়তে হবে এটা ভুলে গেলে চলবে না,H,Country,Political,রাজনৈতিক সিদ্ধান্তকে প্রশ্ন করা হয়েছে এবং ‘পৃথিবীর শেষ না’ বলে উন্নয়নমূলক কাজকে তুচ্ছ করা হয়েছে।
8776,সংসদে দীপু মনি ও রুমিন ফারহানার তেতো-মিষ্টি লড়াই | Dipu Moni | Rumin Farhana | Channel 24,https://youtube.com/watch?v=kvmlmMEof6U,08-06-2022,News & Politics,দিপু মনি তোমার ভুদায় গন্ধ,H,Female,Personal Offence,"‘ভুদায় গন্ধ’ এই অশ্লীল ও কুরুচিপূর্ণ মন্তব্যটি সরাসরি একজন ব্যক্তির প্রতি ব্যক্তিগত আক্রমণ, মন্তব্যটি তার সম্মানহানি ঘটায়।"
8777,সংসদে দীপু মনি ও রুমিন ফারহানার তেতো-মিষ্টি লড়াই | Dipu Moni | Rumin Farhana | Channel 24,https://youtube.com/watch?v=kvmlmMEof6U,08-06-2022,News & Politics,এই নাও আমাদের শিক্ষামন্ত্রীর মুখের ভাষা এই যদি হয় এ রকম তাহলে 2050 সাল আসতে আসতে স্কুল কলেজ আর দেশে থাকবে না থাকলেও ছেলে মেয়ে পড়াশোনা করবে না হায়রে দিপু খালা এইটা কি বললা তুমি 🤤🤤,H,Female,Personal Offence,‘দিপু খালা’ বলে শিক্ষামন্ত্রীকে অনানুষ্ঠানিক ও অসম্মানজনকভাবে সম্বোধন করে তাঁর পদমর্যাদা ক্ষুণ্ন করা হয়েছে। এর মাধ্যমে মন্ত্রীর বক্তব্যকে ব্যঙ্গ করে হেয় করা হয়েছে।
8778,সংসদে দীপু মনি ও রুমিন ফারহানার তেতো-মিষ্টি লড়াই | Dipu Moni | Rumin Farhana | Channel 24,https://youtube.com/watch?v=kvmlmMEof6U,08-06-2022,News & Politics,"রুমিন ফারহানা একদম সঠিক বলেছেন,,,এই আওয়ামী লীগের পতন ঘটবে খুব তাড়াতাড়ি,,একে ক্ষমতা থেকে নামাতেই হবে,, নিজের টাকায় কি করে পদ্মা সেতু করলো বাটপার মহিলা 😂😂 জনগণকে ধ্বংস করে নিজের টাকায় সেতু করেছি বলতে লজ্জা লাগেনা বাটপার মহিলার,, দেশটাকে ধ্বংস করে ফেলল 👿👿",H,Female,"Political,Personal Offence","রাজনৈতিক দলের পতন কামনা এবং ক্ষমতা থেকে অপসারণের আহ্বান রাজনৈতিক বিদ্বেষ প্রকাশ করে। ‘বাটপার মহিলা’ বলে ব্যক্তিকে ব্যক্তিগতভাবে হেয় করা হয়েছে, যা তার প্রতি অপমানজনক।"
8779,সংসদে দীপু মনি ও রুমিন ফারহানার তেতো-মিষ্টি লড়াই | Dipu Moni | Rumin Farhana | Channel 24,https://youtube.com/watch?v=kvmlmMEof6U,08-06-2022,News & Politics,আওয়ামী দেশের জন্য অভিশাপ,H,Organization,Political,"একটি রাজনৈতিক দলকে ‘অভিশাপ’ বলে সরাসরি আক্রমণ করা হয়েছে, বাক্যটি রাজনৈতিক বিদ্বেষ ও অবমাননা প্রকাশ করে।"
8780,সংসদে দীপু মনি ও রুমিন ফারহানার তেতো-মিষ্টি লড়াই | Dipu Moni | Rumin Farhana | Channel 24,https://youtube.com/watch?v=kvmlmMEof6U,08-06-2022,News & Politics,"আমি একটা  কথা বলি  
দিপু মনি  আমাদের চাঁদপুর এর কিন্তু সে একটা  খারাপ মহিলা",H,Female,Personal Offence,দিপু মনিকে ‘খারাপ মহিলা’ বলে সরাসরি তার ব্যক্তিগত চরিত্র ও মর্যাদাকে আক্রমণ করা হয়েছে।
8781,সংসদে দীপু মনি ও রুমিন ফারহানার তেতো-মিষ্টি লড়াই | Dipu Moni | Rumin Farhana | Channel 24,https://youtube.com/watch?v=kvmlmMEof6U,08-06-2022,News & Politics,দীপু মনি আপনি আবার স্কুলে ভর্তি হন। আপনার শিক্ষার অভাব আছে🤣🤣🤣🤣🤣🤣🤣🤣,H,Female,Personal Offence,"ব্যক্তিটির শিক্ষাগত যোগ্যতা নিয়ে প্রশ্ন তুলে তাকে হেয় করা হয়েছে, যা তার প্রতি চরম অবমাননা।"
8782,সংসদে দীপু মনি ও রুমিন ফারহানার তেতো-মিষ্টি লড়াই | Dipu Moni | Rumin Farhana | Channel 24,https://youtube.com/watch?v=kvmlmMEof6U,08-06-2022,News & Politics,শিক্ষা নীতিকে ধংস করেছেন দীপু মনি।।,H,Female,Personal Offence,"দীপু মনিকে সরাসরি ‘ধংস করেছেন’ বলে অভিযুক্ত করা হয়েছে, মন্তব্যটি তার ব্যক্তিগত যোগ্যতা ও সুনামের উপর আক্রমণ।"
8783,সংসদে দীপু মনি ও রুমিন ফারহানার তেতো-মিষ্টি লড়াই | Dipu Moni | Rumin Farhana | Channel 24,https://youtube.com/watch?v=kvmlmMEof6U,08-06-2022,News & Politics,"দিপু খালার উল্টা কথা গুলি সুনে হাসি পাছছে, সব হাসির বান্ডার গুলি আওয়ামী লীগের সাথে আছে।",H,"Female,Organization","Political,Personal Offence","‘দিপু খালার উল্টা কথা’ বলে রাজনৈতিক ব্যক্তিকে হেয় করা হয়েছে, এবং ‘হাসির বান্ডার’ বলে আওয়ামী লীগের সমর্থকদের প্রতি অবমাননা ও বিদ্রূপ প্রকাশ পায়।"
8784,সংসদে দীপু মনি ও রুমিন ফারহানার তেতো-মিষ্টি লড়াই | Dipu Moni | Rumin Farhana | Channel 24,https://youtube.com/watch?v=kvmlmMEof6U,08-06-2022,News & Politics,রুমি ফারহানা... মূলত এরা দেশের রাজাকার নামে পরিচিত...,H,Female,"Political,Personal Offence","‘রাজাকার’ শব্দটি ব্যবহার করে ব্যক্তি বা গোষ্ঠীকে দেশের প্রতি বিশ্বাসঘাতক হিসেবে চিহ্নিত করা হয়েছে, ফলে তাদের রাজনৈতিক ও ব্যক্তিগত মর্যাদা ক্ষুণ্ন হয়।"
8785,সংসদে দীপু মনি ও রুমিন ফারহানার তেতো-মিষ্টি লড়াই | Dipu Moni | Rumin Farhana | Channel 24,https://youtube.com/watch?v=kvmlmMEof6U,08-06-2022,News & Politics,অনেকটা গাধির মতো কথা বলেছেন দি-পুটু মনি😂,H,Female,Personal Offence,‘গাধির মতো কথা’ বলে ব্যক্তির বুদ্ধিমত্তাকে সরাসরি অপমান করা হয়েছে এবং ‘দি-পুটু মনি’র মতো আপত্তিকর ডাকনাম ব্যবহার করে তার সম্মান ক্ষুণ্ণ করা হয়েছে।
8786,সংসদে দীপু মনি ও রুমিন ফারহানার তেতো-মিষ্টি লড়াই | Dipu Moni | Rumin Farhana | Channel 24,https://youtube.com/watch?v=kvmlmMEof6U,08-06-2022,News & Politics,জণগনের টাকা মেরে খায়।এ সরকারের পতন চাই,H,"Organization,Country",Political,জণগনের টাকা আত্মসাতের অভিযোগ এনে সরকার ও তার কার্যক্রমকে সরাসরি আক্রমণ করা হয়েছে। ‘এ সরকারের পতন চাই’ বলে রাজনৈতিক বিদ্বেষ এবং ক্ষমতাচ্যুতির আকাঙ্ক্ষা প্রকাশ পায়।
8787,সংসদে দীপু মনি ও রুমিন ফারহানার তেতো-মিষ্টি লড়াই | Dipu Moni | Rumin Farhana | Channel 24,https://youtube.com/watch?v=kvmlmMEof6U,08-06-2022,News & Politics,"খমতায় থেকে নির্বাচন করো,, খমতা ছেড়ে মাঠে নাম,, পাছার ছাল থাকবে না,, টাকা তো হাসিনার বাপের তাই দিয়ে সেতু করছে,, শিক্ষা মন্ত্রী না এটা,, পাগল হয়ে গেছে পাবনা পাঠাও ওকে কেউ,, কি বলবে বুঝতে পারছে না",H,"Female,Organization","Political,Personal Offence","ক্ষমতায় থাকা রাজনৈতিক ব্যক্তি ও তাদের কর্মকাণ্ড নিয়ে বিদ্বেষপূর্ণ মন্তব্য করা হয়েছে। এছাড়া, অশ্লীল ভাষা ব্যবহার করে শারীরিক ক্ষতির হুমকি এবং মানসিক অসুস্থতার অভিযোগ তুলে ব্যক্তিগত আক্রমণ করা হয়েছে।"
8788,সংসদে দীপু মনি ও রুমিন ফারহানার তেতো-মিষ্টি লড়াই | Dipu Moni | Rumin Farhana | Channel 24,https://youtube.com/watch?v=kvmlmMEof6U,08-06-2022,News & Politics,ধিক্কার জানায় হাসিনা তার পরিবারের 🤬 তাদের বিচার করবেন ইনশাআল্লাহ ধৈর্য ধরেন,H,"Female,Organization",Political,রাজনৈতিক ব্যক্তিত্ব হাসিনা ও তার পরিবারের প্রতি তীব্র ধিক্কার ও বিচারের দাবি রাজনৈতিক বিদ্বেষমূলক ভাষা।
8789,দাবি ও আন্দোলন নিয়ে যে কথা বলে গিয়েছিলেন নিহত আবু সাঈদ | Sayed | Rangpur | Channel 24,https://youtube.com/watch?v=L4sEDceD_Zw,17-07-2024,News & Politics,আল্লাহ রাব্বুল আলামীন আবু সাইদ ভাইকে জান্নাতুল ফেরদৌস দান করুক কি সুন্দর একজন তাজা যুবককে মেরে ফেলল সন্ত্রাসী আওয়ামী লীগ,H,"Organization,Male","Political,Personal Offence","‘সন্ত্রাসী আওয়ামী লীগ’ বলে একটি রাজনৈতিক দলকে সরাসরি হত্যার জন্য অভিযুক্ত করা হয়েছে, যার মাধ্যমে তাদের চরিত্রহনন ও চরম ব্যক্তিগত আক্রমণ প্রকাশ পায়।"
8790,দাবি ও আন্দোলন নিয়ে যে কথা বলে গিয়েছিলেন নিহত আবু সাঈদ | Sayed | Rangpur | Channel 24,https://youtube.com/watch?v=L4sEDceD_Zw,17-07-2024,News & Politics,একদল কুকুরের বাচ্চা বলে কি ও নাকি নেশাখোর ছিলো!!!,H,Male,Personal Offence,‘কুকুরের বাচ্চা’ বলে ব্যক্তি বা গোষ্ঠীর প্রতি চরম অবমাননা এবং ‘নেশাখোর’ বলে তাদের চরিত্রহনন করা হয়েছে।
8791,দাবি ও আন্দোলন নিয়ে যে কথা বলে গিয়েছিলেন নিহত আবু সাঈদ | Sayed | Rangpur | Channel 24,https://youtube.com/watch?v=L4sEDceD_Zw,17-07-2024,News & Politics,"আবু সাইদেক দেখলে কলিজা ফাটে,,,,,, েহ আললাহ তুমি আমার ভাইকে জাননাত নসিব করুন😂😂😂😂😂😂",H,Male,Personal Offence,‘কলিজা ফাটে’ বলে তীব্র অপছন্দ এবং উপহাসমূলকভাবে জান্নাত কামনা করে হাসির ইমোজি দেওয়া ব্যক্তিটির প্রতি চরম অবমাননা।
8792,দাবি ও আন্দোলন নিয়ে যে কথা বলে গিয়েছিলেন নিহত আবু সাঈদ | Sayed | Rangpur | Channel 24,https://youtube.com/watch?v=L4sEDceD_Zw,17-07-2024,News & Politics,"তোমার সহযোগিরাই তোমাকে হত‍্যা করলো , বিশ্বাসঘাতকা করলো ॥",H,Male,Personal Offence,"‘বিশ্বাসঘাতকতা’ ও ‘হত্যা করলো’ শব্দগুলো ব্যবহার করে সরাসরি অভিযোগ ও ব্যক্তিগত আক্রমণ করা হয়েছে, মন্তব্যটি অত্যন্ত অপমানজনক।"
8793,দাবি ও আন্দোলন নিয়ে যে কথা বলে গিয়েছিলেন নিহত আবু সাঈদ | Sayed | Rangpur | Channel 24,https://youtube.com/watch?v=L4sEDceD_Zw,17-07-2024,News & Politics,যে নিষিদ্ধ ছাত্র লীগের সভাপতি শহীদ আবু সাঈদকে তাপ্পর মেড়েছে তার দৃষ্টান্ত মূলক শাস্তি চাই,H,"Organization,Male","Political,Personal Offence","রাজনৈতিক দলের সভাপতির উপর শারীরিক আক্রমণের অভিযোগ এনে শাস্তির দাবি করা হয়েছে, যার মাধ্যমে রাজনৈতিক বিদ্বেষ ও ব্যক্তিগত অবমাননা প্রকাশ পায়।"
8794,দাবি ও আন্দোলন নিয়ে যে কথা বলে গিয়েছিলেন নিহত আবু সাঈদ | Sayed | Rangpur | Channel 24,https://youtube.com/watch?v=L4sEDceD_Zw,17-07-2024,News & Politics,তুমি দোজোগ পাবা ভাই তুমি সহিদ তাই ফাপ করেছো,H,Male,Personal Offence,‘দোজোগ পাবা’ বলে ব্যক্তির প্রতি অভিশাপ এবং ‘ফাপ করেছো’ বলে ব্যঙ্গাত্মকভাবে তার সততা ও আচরণকে প্রশ্নবিদ্ধ করা হয়েছে। এই মন্তব্যে তার ব্যক্তিগত মর্যাদা ক্ষুণ্ন হয়।
8795,দাবি ও আন্দোলন নিয়ে যে কথা বলে গিয়েছিলেন নিহত আবু সাঈদ | Sayed | Rangpur | Channel 24,https://youtube.com/watch?v=L4sEDceD_Zw,17-07-2024,News & Politics,হে আল্লাহ সেই খুনি পুলিশদের উপর আপনার সর্বোচ্চ শাস্তি এবং লানত বর্ষণ করুন। তাদের ঘুম হারাম করে দিন এবং তাদের মধ্যে অস্থিরতা সৃষ্টি করে দিন।,H,"Organization,Male","Political,Personal Offence","‘খুনি পুলিশ’ বলে একটি সরকারি সংস্থাকে চরমভাবে আক্রমণ করা হয়েছে, মন্তব্যটি রাজনৈতিক বিদ্বেষ প্রকাশ করে। পাশাপাশি, তাদের ব্যক্তিগত দুর্ভোগ ও অস্থিরতা কামনা করে তীব্র ব্যক্তিগত অবমাননা করা হয়েছে।"
8796,দাবি ও আন্দোলন নিয়ে যে কথা বলে গিয়েছিলেন নিহত আবু সাঈদ | Sayed | Rangpur | Channel 24,https://youtube.com/watch?v=L4sEDceD_Zw,17-07-2024,News & Politics,বাংলা সন্ত্রাসী রাজাকারের বাচ্চার রাজাকার,H,"Organization,Male","Political,Personal Offence","‘সন্ত্রাসী’ ও ‘রাজাকার’ শব্দদ্বয় রাজনৈতিকভাবে আক্রমণাত্মক, আর ‘রাজাকারের বাচ্চার রাজাকার’ বলে ব্যক্তির বংশ পরিচয় টেনে এনে চরম ব্যক্তিগত অবমাননা করা হয়েছে।"
8797,দাবি ও আন্দোলন নিয়ে যে কথা বলে গিয়েছিলেন নিহত আবু সাঈদ | Sayed | Rangpur | Channel 24,https://youtube.com/watch?v=L4sEDceD_Zw,17-07-2024,News & Politics,"যে ছাত্র লীগের চামচা চর থাপ্পড় মেরেছে, তার কঠিন বিচার চাই",H,"Organization,Male","Political,Personal Offence","“ছাত্র লীগের চামচা” বলে রাজনৈতিক দলের সঙ্গে যুক্ত ব্যক্তিকে অবমাননা করা হয়েছে, আচরণটি তার ব্যক্তিগত মর্যাদাকেও ক্ষুণ্ন করে।"
8798,দাবি ও আন্দোলন নিয়ে যে কথা বলে গিয়েছিলেন নিহত আবু সাঈদ | Sayed | Rangpur | Channel 24,https://youtube.com/watch?v=L4sEDceD_Zw,17-07-2024,News & Politics,আবু সাঈদকে যে ছাত্রলীগ নেতা চড় মেরেছিল তাকে গ্রেপ্তার করা হোক।,H,"Organization,Male","Political,Personal Offence",‘ছাত্রলীগ নেতা’ উল্লেখ করে রাজনৈতিক পরিচয়ের ব্যক্তিকে ব্যক্তিগত আক্রমণের ঘটনার সাথে যুক্ত করে হেয় করা হয়েছে।
8799,দাবি ও আন্দোলন নিয়ে যে কথা বলে গিয়েছিলেন নিহত আবু সাঈদ | Sayed | Rangpur | Channel 24,https://youtube.com/watch?v=L4sEDceD_Zw,17-07-2024,News & Politics,"স্বাধীন হবার পরে দেখছি। তোমার রক্তের বিনিমযে স্বাধীন হলাম কিন্তু তুমি নাই ভাই, চিরকৃতজ্ঞ থাকবো। চর -থাপ্পর মারা সেই ছাত্রলীগ কর্মীর ফাসি চাই, হয়তো তাদের চর থাপ্পর ই আবু -সাঈদ কে পুলিশের গুলির সামনে বুকে পেতে দিতে ইনিস্টিগেট করেছিলো।",H,"Organization,Male","Political,Personal Offence",ছাত্রলীগ কর্মীর বিরুদ্ধে ‘ফাঁসি’ চাওয়ার মাধ্যমে রাজনৈতিক বিদ্বেষ এবং চরম সহিংসতা প্রকাশ পেয়েছে। ব্যক্তিকে ‘চর-থাপ্পর মারা’ ও মৃত্যুর জন্য প্ররোচিত করার অভিযোগ করে তার ব্যক্তিগত মর্যাদা ক্ষুণ্ণ করা হয়েছে।
8800,দাবি ও আন্দোলন নিয়ে যে কথা বলে গিয়েছিলেন নিহত আবু সাঈদ | Sayed | Rangpur | Channel 24,https://youtube.com/watch?v=L4sEDceD_Zw,17-07-2024,News & Politics,"যে জায়গার ছাত্রলীগ নেতা, আবু সাঈদ কে তাপ্পর দিছে ওরে খুঁজে বাহির করে কঠিন শাস্তির দাবি জানাচ্ছি",H,"Organization,Male","Political,Personal Offence",‘ছাত্রলীগ নেতা’ উল্লেখ করে রাজনৈতিক দলের সদস্যকে লক্ষ্যবস্তু করা হয়েছে এবং ‘কঠিন শাস্তির দাবি’ জানিয়ে তার প্রতি ব্যক্তিগত বিদ্বেষ প্রকাশ করা হয়েছে।
8801,দাবি ও আন্দোলন নিয়ে যে কথা বলে গিয়েছিলেন নিহত আবু সাঈদ | Sayed | Rangpur | Channel 24,https://youtube.com/watch?v=L4sEDceD_Zw,17-07-2024,News & Politics,এই লোক শহিদ কেও  বলবেন না কারন ঐ আবু সাঈদ  আত্মহুতি দিছে এইটাকে  শহিদ বলে না হককানী  আলেম কোন খানে থাকলে তার সাথে আলোচনার  করলে বুঝবেন  দেখেন বিডিও  পুটেজ জখন তার সাথে আন্দোলন  করা  সবাই  জিবনের ভয়ে ছলে গেলো তখন সে কেনো ওখানে বন্ধুকের  সামনে বুক পেতে দিলো আর জে পুলিশ  গুলী করলো  এখানে তো আর ও পুলিশ  চিলো তারা কেও  একটা গুলী ও করলো না তারা দুই  জন  খুনি খুন হওয়া বেক্তি দুই  জনেরি ব্রেন ওয়াস করছে আমাদের   মুসলিম কোন জিহাদি সংগঠন এদের বলছিলো জে তোমরা মরলে সরাসরি জান্নাতি  তোমরা শহিদ বলে বিভেছিতো  হবা আর বাছলে গাজি  এই এমন করে ঐ পুলিশ কে পিট ও করছিলো  কিন্ত  এখানে আমাদের  ধর্ম  এর ভুল ব্যাখা  করা হচ্ছে  আর জারা এদের ফাঁদে  পা দিছে  তারা ও এই ইসলাম ধর্ম  কি বলা হচ্ছে সেটা পুরা পুরি বুজে নাই  তবে এইটা  ধরতে হলে ঐ এলাকার  জনগন  গোয়েন্দা হতে হবে জে এই পুলিশ  আর আবু সাঈদ  কার সাথে উঠা বসা করতো  সে কখন কোথায় কার সাথে মিলা মিশা করছে এবং  ঐ পুলিশের  সব বাহির করতে হবে এরা দুইজনে এই  ভুল করছে জিহাদি সংগঠনের  ফাদে পড়ে,H,"Organization,Male",Political,রাজনৈতিক প্রেক্ষাপটে একটি ঘটনা ও ব্যক্তিকে ‘জিহাদি সংগঠন’-এর সাথে যুক্ত করে ষড়যন্ত্র এবং ভুল ব্যাখ্যার অভিযোগ করা হয়েছে। এর মাধ্যমে ব্যক্তি ও সংশ্লিষ্ট বিষয়কে রাজনৈতিকভাবে হেয় করা হয়েছে।
8802,দাবি ও আন্দোলন নিয়ে যে কথা বলে গিয়েছিলেন নিহত আবু সাঈদ | Sayed | Rangpur | Channel 24,https://youtube.com/watch?v=L4sEDceD_Zw,17-07-2024,News & Politics,❤ আবু সাঈদকে ছাত্রলীগের ছেলেরা পুলিশকে দেখিয়ে দিয়েছে মারার জন্য ছাত্রলীগের ছেলেরা দেখে দেখে দিয়েছে কাদেরকে মারতে হবে কারণ ও ছাত্রলীগের ছেলে একটু আগে তাকে থাপ্পড় মেরেছিল এই ছাত্রলীগের ছেলেই পুলিশকে দিয়ে আবু সাঈদকে মারিয়েছে❤,H,"Organization,Male","Political,Personal Offence","ছাত্রলীগের নাম উল্লেখ করে রাজনৈতিক বিদ্বেষ ছড়ানো হয়েছে, আর আবু সাঈদকে মারধর ও পুলিশ দিয়ে হেনস্তা করার মাধ্যমে ব্যক্তিগত আক্রমণ ও সহিংসতা উস্কে দেওয়া হয়েছে।"
8803,দাবি ও আন্দোলন নিয়ে যে কথা বলে গিয়েছিলেন নিহত আবু সাঈদ | Sayed | Rangpur | Channel 24,https://youtube.com/watch?v=L4sEDceD_Zw,17-07-2024,News & Politics,আবু সাঈদ ভাইয়ের প্রতি রক্তের ফুটার জবাব দিতে হবে ঐ ঘুস খুর পুলিশদের,H,Male,Personal Offence,‘ঘুষখোর পুলিশ’ বলে আইনশৃঙ্খলা রক্ষাকারী বাহিনীর সদস্যদের ব্যক্তিগত সততা ও চরিত্র নিয়ে সরাসরি অপমান করা হয়েছে।
8804,দাবি ও আন্দোলন নিয়ে যে কথা বলে গিয়েছিলেন নিহত আবু সাঈদ | Sayed | Rangpur | Channel 24,https://youtube.com/watch?v=L4sEDceD_Zw,17-07-2024,News & Politics,ভাই তোমার গালে যে হাত উঠছে ঐ হাত খুলে ফেলবো আমরা আর একটু সময় দাও,H,Male,Personal Offence,"ব্যক্তির গালে হাত ওঠার কথা উল্লেখ করে সরাসরি শারীরিক ক্ষতির হুমকি দেওয়া হয়েছে, যার মাধ্যমে তাকে ভীত ও হেয় প্রতিপন্ন করা হয়েছে।"
8805,দাবি ও আন্দোলন নিয়ে যে কথা বলে গিয়েছিলেন নিহত আবু সাঈদ | Sayed | Rangpur | Channel 24,https://youtube.com/watch?v=L4sEDceD_Zw,17-07-2024,News & Politics,ভাই  তোমার  রক্তের  প্রতিশোধ  নিয়ে বাড়ি ফিরব😢😢😢😢😢😢😢,H,Male,Personal Offence,‘রক্তের প্রতিশোধ’ নেওয়ার অঙ্গীকারের মাধ্যমে ব্যক্তিবিশেষকে দায়ী করা হয়েছে এবং তাদের বিরুদ্ধে ব্যক্তিগত আক্রমণাত্মক মনোভাব প্রকাশ পায়।
8806,দাবি ও আন্দোলন নিয়ে যে কথা বলে গিয়েছিলেন নিহত আবু সাঈদ | Sayed | Rangpur | Channel 24,https://youtube.com/watch?v=L4sEDceD_Zw,17-07-2024,News & Politics,"ভাই, ছাত্রলীগের মনুষত্বহীন সভাপতি তোমাকে চড় থাপ্পড় মেরেছে আল্লাহ ওর বিচার করবে!",H,"Organization,Male","Political,Personal Offence","‘ছাত্রলীগের সভাপতিকে’ ‘মনুষত্বহীন’ বলে রাজনৈতিকভাবে আক্রমণ করা হয়েছে, এবং তার চরিত্র হনন করে ব্যক্তিগত অবমাননা করা হয়েছে।"
8807,দাবি ও আন্দোলন নিয়ে যে কথা বলে গিয়েছিলেন নিহত আবু সাঈদ | Sayed | Rangpur | Channel 24,https://youtube.com/watch?v=L4sEDceD_Zw,17-07-2024,News & Politics,আবু সাঈদ কে যে পুলিশ হত্যা করেছে তার নাম ইসূফ আলি,H,Male,Personal Offence,"সরাসরি একজন ব্যক্তির নাম উল্লেখ করে তাকে হত্যার অভিযোগে অভিযুক্ত করা হয়েছে, উক্তিটি তার চরিত্র ও মর্যাদার প্রতি চরম আক্রমণ।"
8808,দাবি ও আন্দোলন নিয়ে যে কথা বলে গিয়েছিলেন নিহত আবু সাঈদ | Sayed | Rangpur | Channel 24,https://youtube.com/watch?v=L4sEDceD_Zw,17-07-2024,News & Politics,.. চর থাপ্পড় যে মেরেছে... আল্লাহ তাকেও ছাড়বে না...,H,Male,Personal Offence,থাপ্পড় মারার কারণে ব্যক্তিকে সরাসরি দায়ী করে এবং ঐশ্বরিক শাস্তির হুমকি দিয়ে ব্যক্তিগত আক্রমণ করা হয়েছে।
8809,দাবি ও আন্দোলন নিয়ে যে কথা বলে গিয়েছিলেন নিহত আবু সাঈদ | Sayed | Rangpur | Channel 24,https://youtube.com/watch?v=L4sEDceD_Zw,17-07-2024,News & Politics,বাই তর পরিবারের লোক তর খুনির কাছে থেকে টাকা পয়সা নিয়া তর দ্বায় মুক্ত করছে,H,Male,Personal Offence,পরিবারের সদস্যদের খুনির কাছ থেকে টাকা নিয়ে অপরাধীর দায়মুক্ত করার অভিযোগ করে ব্যক্তির সম্মান ও নৈতিকতা নিয়ে প্রশ্ন তোলা হয়েছে।
8810,শ্বশুরকে দশটুকরো করে হত্যার লোমহর্ষক বর্ণনা পুত্রবধূর মুখে | Chattogram News | PBI | Channel 24,https://youtube.com/watch?v=_q8VDXy9iJs,01-10-2023,News & Politics,এ মহিলা  বাটপার  চালাক কলিরে  ডাইনীর মত লাগে।  কত ডাকাত।,H,Female,Personal Offence,"‘বাটপার’, ‘ডাইনী’ এবং ‘ডাকাত’ শব্দগুলো ব্যবহার করে একজন মহিলাকে মিথ্যাবাদী, জাদুকরী ও অপরাধী হিসেবে সরাসরি অপমান করা হয়েছে।"
8811,শ্বশুরকে দশটুকরো করে হত্যার লোমহর্ষক বর্ণনা পুত্রবধূর মুখে | Chattogram News | PBI | Channel 24,https://youtube.com/watch?v=_q8VDXy9iJs,01-10-2023,News & Politics,পুলিশের মাকে*** ছেড়ে দে মেয়েটাকে😢😢,H,Female,Personal Offence,পুলিশের মাকে উদ্দেশ্য করে অশ্লীল গালি ব্যবহার করে তীব্র ব্যক্তিগত আক্রমণ করা হয়েছে। এই মন্তব্য তাদের প্রতি চরম অবমাননা প্রকাশ করে।
8812,শ্বশুরকে দশটুকরো করে হত্যার লোমহর্ষক বর্ণনা পুত্রবধূর মুখে | Chattogram News | PBI | Channel 24,https://youtube.com/watch?v=_q8VDXy9iJs,01-10-2023,News & Politics,এই সব কুকুরের বাচ্চাদের ফাসি  চাই,H,Male,Personal Offence,‘কুকুরের বাচ্চাদের’ বলে সরাসরি ব্যক্তির চরিত্র ও বংশকে চরমভাবে হেয় করা হয়েছে। এই অপমানজনক মন্তব্য ব্যক্তির প্রতি তীব্র অবজ্ঞা প্রকাশ করে।
8813,শ্বশুরকে দশটুকরো করে হত্যার লোমহর্ষক বর্ণনা পুত্রবধূর মুখে | Chattogram News | PBI | Channel 24,https://youtube.com/watch?v=_q8VDXy9iJs,01-10-2023,News & Politics,"শালি ফাসি চাই,,,, এটা অমানভিক কাজ,, এর কঠিন",H,Female,Personal Offence,"‘শালি’ শব্দ ব্যবহার করে সরাসরি একজন ব্যক্তিকে হেয় করা হয়েছে, এবং ‘ফাসি চাই’ বলে তার প্রতি চরম ব্যক্তিগত বিদ্বেষ ও অবমাননা প্রকাশ পায়।"
