Text,Label,Political,Religious,Gender,Personal Offense,Abusive/Violence,Origin,Body Shaming,Misc,bangla,english
Amader dese akhon abar pakhanadar asche....jago bangali jago,1,0,0,0,0,0,1,0,0,আমাদের দেশে এখন আবার পাকহানাদার আসছে....জাগো বাঙালি জাগো, Now the Pak army is coming again in our country...
Emne manush police morle Alhamdulillah boleh na.,0,0,0,0,0,0,0,0,0,এভাবে মানুষ পুলিশ মরলে আলহামদুলিল্লাহ বলে না।, They don't say good luck when people die like this.
Amar kace sob chea balolagse sir er kotha..namro badro..,0,0,0,0,0,0,0,0,0,আমার কাছে সব চেয়ে খারাপ স্যার এর কথা..নামরো খারাপ.., The worst thing to me is about Sir...
Kube codona aca,1,0,0,0,1,0,0,0,0,কিভাবে কোডনা আছে, How do you have codena
"Toi koi tore Bangladesh khuje, churi korte na parer shuke prolap boktase",0,0,0,0,0,0,0,0,0," তুই কই তোরে বাংলাদেশ খুঁজে, চুরি করতে না পারের মুখ চেপে কথা বলছে"," Where the hell are you, finding you in Bangladesh, speaking with the mouth of no one can steal?"
ASSALAMU ALAIKUM DESH HO BASI  GORI BIR  POTI    KIHAL  RAKAR  KI  KUNO  RACTA  BIR  KORA  JAINA  ALLAHU HOR  NIKO TI  KI  JOBAB  DIBA  AK TO  BABIHA  DIKI CIN  KI..  ALLAHU  AKBHAR  AMEEN,0,0,0,0,0,0,0,0,0,আসশালা মু আলাইকুম দেসহ বাসি গোরি বীর পোটি কিহাল রাজার কি কুনো রাচাটা বীর করা জয়না আলাইকুহ হর নিকো টি কি জব দিবে একে তো বাবিহা দিবে চিন কি.. আলাইকুহ আসার সময়, Assala Mu Alaam Desh Basi Gori Bir Poti Kihal Rajar Ki Kuno Rachata Bir Kara Joyna Alaikuh Hor Niko Ti Ki Job Deke To Babiha Deke Chin Ki..Alaikuh is coming
Ei jalem kothatheke kotha bole,0,0,0,0,0,0,0,0,0,এই জামাল কোথা থেকে কথা বলে, Where does Jamal speak from?
Rony is a dalal of BNP,1,1,0,0,1,0,0,0,0,রনি বিএনপির একজন দালাল, Roni is a BNP broker.
"UAE r Soudi ho le tomader andolon ber kore dito.eta Kota andolon na,eta sarkar felar andolon.",0,0,0,0,0,0,0,0,0," ইউএই আর সৌদি হয়ে তোমাদের আন্দোলন বের করে দিত। এটা কোটা আন্দোলন না, এটা সরকার ফেলার আন্দোলন।"," It's not a quota movement, it's a movement to eliminate the government."
5 tk alu 70 tk.... Ar apni boln amra vlo achi...apni vlo koresen amder?,0,0,0,0,0,0,0,0,0,৫ টাকা আলু ৭০ টাকা.... আর আপনি বলেন আমরা ভালো আছি...আপনি ভালো করেছেন আমাদের?, 5 taka potatoes 70 taka... and you say we are good...
Sawar mukti judda magir putera,1,0,0,0,1,0,0,0,0,ওয়ার মুক্তি যুদ্ধা গাজীর পুতেরা, War Muktijoddha Gazi's sons
Cih sumon khankir sele cih..tr khub kharap Hobe .,1,0,0,0,1,0,0,0,0,সিহ সুমন খাঙ্কির দিলে সিহ..তার খুব খারাপ হবে.," If Sih Suman gives it to Khanki, Sih... he'll be bad."
Ami tibro ninda korsi ei janoar take chakrite bohal rakse bole oke borkhsto kore sastir bebostha koren plz karon ma bonder ijjoter bepar je s obar samne pant khulte pare sei haspatal ki hobe vaben sobai,0,0,0,0,0,0,0,0,0,আমি খুব চিন্তা করসি এই জানার তাকে চক্রে বাঁধা আছে বলে ওকে আটক করে সত্যের ব্যবস্থা করেন প্লিজ কারন মা বন্ডের কাজের বেপার যে এস ওর সামনে প্যান্ট খুলতে পারে সেই হ্যাসপাতাল কি হবে ভাববেন সবাই," I've been wondering if he's locked in the cycle of knowing, please arrest him and get the truth."
Oy  Hasinar chakor police  Yunus Ali er fashion chai,0,0,0,0,0,0,0,0,0,ওই হাসিনার পুলিশ ইউনুস আলী এর ফ্যাশন চাই, That's Hasina's police Yunus Ali's fashion
Tumi koi mama?,0,0,0,0,0,0,0,0,0,তুমি কই মামা?," Where are you, man?"
amrao chai bangladash ar sorkar change hoke,0,0,0,0,0,0,0,0,0,আমরাও চাই বাংলাদশ এর সরকার চেঞ্জ হয়, We also want the government of Bangladesh to change
Sob sheikh hasina ar chamsa,1,1,0,0,0,0,0,0,0,সব শেখ হাসিনা আর চম্পা, All Sheikh Hasina and Champa
BNP lutpat kortace Hasena kaj korce Kwe ato kaj kort parbana sara dase canda toltase,0,0,0,0,0,0,0,0,0,বিএনপি লুটপাট করতেছে হাসিনা কাজ করছে কেউ এত কাজ করতে পারবেন না সারা দেশে মোমবাতি জ্বলছে, BNP is plundering Hasina is working No one can do so much candles are burning all over the country
Marar dorkar nai oder sobaike cakri thake soriye notun niog daoya hok karon onek sikkhitu manush ekhono bekar ache,0,0,0,0,0,0,0,0,0,মারার দরকার নাই ওদের সবাইকে বন্দী থেকে সরিয়ে নতুন নিয়ম দেওয়া হোক কারন অনেক শিক্ষিত মানুষ এখনো বেকার আছে," No need to be killed, let them all be removed from prison and given new rules because many educated people are still unemployed"
Tui Great Iblish Great Butper. #StepDownHasina,1,1,0,0,1,0,0,0,0,তুই গ্রেট ইবলিশ গ্রেট বাটপার। #স্টেপডাউনহাসিনা," You're a great idiot, great thief #StepdownHusina"
Tnx all students,0,0,0,0,0,0,0,0,0,থ্যাংকস অল স্টুডেন্ট, Thank you all students.
kivhabe doctori porse j janey. na har koyta allah ey jonne eto rugi mara jasse,1,0,0,0,1,0,0,0,0,কিভাবে ডকুমেন্টরি পরসে যে জানে। না হার কয়টা আল্লাহ এ জন্য এত রোগি মারা যাচ্ছে," How many documentaries he's read. No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no."
Durniti.....Ar natok cholbea na,0,0,0,0,0,0,0,0,0,দূর্গা.....আর নাটক চলবে না, Durga...no more plays
"Kannai ki chokh die ber hoitece naki hagur rasta die ber hoitece ... Ovinoy cha    r...b,,",1,0,0,0,1,0,0,0,0," কান্নাই কি চোখ দিয়ে বের হতেছে নাকি হাগুর রাস্তা দিয়ে বের হতেছে...অভিনয় চা আর...বি,,", Is tears coming out of the eye or are they coming out of the streets of the mouth...
Age ki korso go tumra,0,0,0,0,0,0,0,0,0,আগে কি করসো গো তোমরা, What did you do first?
Sobai k obbohoti dewa hok,0,0,0,0,0,0,0,0,0,সবাই কে অবশ্যই দেয়া হোক, Give it to everyone.
TUI R tor Dayni mAa R Deshe dekte chai na,0,0,0,0,0,0,0,0,0,তুই আর তোর দেনি মিয়া আর দেশে দেখতে চাই না, I don't want to see you and your Deni in the country anymore.
Palaia geli keno?,1,0,0,0,1,0,0,0,0,পালাইয়া গেলি কেন?, Why did you run away?
"Ajke dhanmondi te dukte deoya hoyni seta Kara korechen ? Dhanmondi te ekjon jete ceyechilo bole thakte mardor Kara korechen ?
Dekhun Ami personally BNP, Awamilig ebong onna je raajniotik dal ache jara janagon noy shudhu nijeder chinta korechen & desh ta ke lutpath korechen tader grina kori.
Kintu chatra andolon name apni amr odhukar honnan korte caoya ke o Ami grina kori.Tahole chatra r gatok sarkarer modhe parthoka kothay ?????????????
Apni Valo upostapona koren tai apnake dhanobad Ma'am.
Asha Kori onnai er protibad korben seta sarkarer birudhe hok , hok seta onnai Kari chatra namdhari lovi chatra, ba seta onnaikari Kona probhashali bakti.
Joy Bangladesh, Bangladesh Sukhi, Sommridho & Shantir ekta desh hook",0,0,0,0,0,0,0,0,0," আজকে ধানমন্ডিতে ঢুকতে দেওয়া হয়নি সেটা কারা করেছেন? ধানমন্ডিতে একজন যেতে চেয়েছিল বলে থাকতে মারদর করেছেন? দেখুন আমি পার্সোনালি বিএনপি, আওয়ামীলীগ এবং অন্য যে রাজনৈতিক দল আছে যারা জনগণ নয় শুধু নিজেদের চিন্তা করেছেন & দেশ টা কে লুটপ্যাথ করেছেন তাদের ঘৃণা করি। কিন্তু দেশ টা আর গেজেট সরকারের মধ্যে বিভক্তি কোথায়????????????? আপনি ভালো উক্তি করেন তাই আপনাকে ধন্যবাদ ম্যাম। আশা করি আপনি আপনিই এর প্রতিবাদ করবেন সেটা সরকারের বিরুদ্ধে হোক, হোক সেটা আপনিই কারি ছাত্রা ছাত্রী ছাত্রী, বা সেটা আপনিই কোন প্রভাবশালী ব্যক্তি। জয় বাংলাদেশ, বাংলাদেশ সুখী, সমৃদ্ধি ও শান্তির একটা দেশ হোক।"," Well, I personally hate the BNP, the Awami League and other political parties that think only of themselves and looted the country, but where is the division between the country and the gazette government????????????? Thank you ma'am for saying that you will protest against the government, whether you are a student, or you are an influential person."
Khun valo hoesa,0,0,0,0,0,0,0,0,0,খুব ভালো হয়েছে, That's great.
Chudo Facebook a,1,0,0,0,1,0,0,0,0,চুডো ফেসবুক এ, Chudo on Facebook
Police Kottar bassa,1,0,0,0,0,1,0,0,0,পুলিশ থানার বাসা, police station
Dikkar janai shei police k,0,0,0,0,0,0,0,0,0,দেখার জানাই সেই পুলিশ কে, Let me see the cop.
Sala sumon to dalal,1,0,0,0,1,0,0,0,0,শালা  সুমন তো জালাল, Bastard Suman is Jalal
Ki je santi lagtese deikkha,0,0,0,0,0,0,0,0,0,কি যে শান্তি লাগতেসে দেখতে, It's so peaceful to see.
SE hasinar lok ...ore bicharer ayotai ana hok,0,0,0,0,0,0,0,0,0,সে হাসিনার লোক...ওর বিচারের এইটাই আনা হোক, He's Hasina's man...
Eta age chilo to etodin dekhanni kno 😡,0,0,0,0,0,0,0,0,0,এটা আগে ছিল তো এতদিন দেখেননি কেন😡, It was before. Why didn't you see it?😡
Mall kom hoi say mamu aro eakto  khw,1,0,0,0,1,0,0,0,0,মল কম হয় বলো মামা আরো একটু ধরো, Tell me it's a little less.
Bhai Ai shob Kotha boilen na r akhon o to political language boltesen,0,0,0,0,0,0,0,0,0,ভাই এই সব কথা কইলেন না আর এখন ও তো পলিটিক্যাল ল্যাঙ্গুয়েজ বলতেসেন, Brother didn't say this and now he is speaking political language
Apnar mathar treatment koren. Pabna admit hon. Ek ek somoy ek ek kotha.😂😂,1,0,0,0,0,0,0,1,0,আপনার মাথার ট্রিটমেন্ট করেন। পাবনা অ্যাডমিট হন। এক এক সময় এক এক কথা।😂😂," Treat your head, Pabna admit.😂😂"
Police jaite rajina,0,0,0,0,0,0,0,0,0,পুলিশ যাইতে রাজিনা, The police refused to go
ei lok nischit AL.,0,0,0,0,0,0,0,0,0,এই লোক নিছিত এএল।, This guy's AL.
Tura kon hedar bar j Togo so  hisab dite hobe,0,0,0,0,0,0,0,0,0,টারা কোন হায়দার বার যে তোগো সব হিসাব দিতে হবে, Which Haider bar is it that you have to pay all accounts?
"Tor koba """"""fashi"""""" hoba??????????",0,0,0,0,0,0,0,0,0," তোর কবে """"""ফাশি"""""" হবে????????????", When will you be finished?
Oray monay hy mira fali kintu or bichar allah korsa,0,0,0,0,0,0,0,0,0,ওরে মনে হয় হাই মিয়া ফালালি কিন্তু অর বিচার আল্লাহ করসা, I think hey Mia Falali but God will judge him.
"Sob jonopriota harea na doa kore ,",0,0,0,0,0,0,0,0,0," সব সুবিধা হারায় না দোয়া করে,"," Don't lose all the advantages,"
Dui muko sap,1,0,0,0,1,0,0,1,0,দুই রকম সাপ, Two types of snakes
Bujbira bati morara pora okono somoy asa tuda kori allar kasamatanotokor,0,0,0,0,0,0,0,0,0,বুঝবিরা বাতি মারা পড়া কোনো সময় আসা টাডা করি সবার সমবেদনার, I'll come sometime when the lights are gone.
Dese guskor police bahinir dorkar nai  sadarob manuser takay cole tader aber guli kore,0,0,0,0,0,0,0,0,0,দেশে গুস্কর পুলিশ বাহিনীর দরকার নাই সাধারণ মানুষের টাকায় চললে তাদের আবার গুলি করে, The country doesn't need the Guskar police force.
Apnara je vabe studentder  marsen parle oder marun,1,0,0,0,0,1,0,0,0,আপনারা যে ভাবে স্টুডেন্টদের মারসেন পারলে ওদের মারুন," The way you hit the students, hit them if you can."
Natok r cholbena batparder,0,0,0,0,0,0,0,0,0,নাটক আর চলবেনা বাটপারদের, The drama is no longer available for the thief.
Wait r o ase apnar jonno. Bikka korte hobe apnake.,1,0,0,0,0,0,0,1,0,ওয়েট আর ও আছে আপনার জন্য। বিক্কা করতে হবে আপনাকে।, Wet and he'll be there for you.
Hukumer Golam Tai Guli kore Manush Marbe ??? Eder K Hagu Khaoar Hukum Kora Hok... Jokhon Khabe Shei video kore khoma kora hok...tar age noy,1,0,0,0,1,0,0,0,0,হুকুমের গোলাম তাই গুলি করে মানুষ মারবে??? এদের কে হাগু খাওয়ার হুকুম করা হোক... যখন খাবে সেই ভিডিও করে ক্ষমা করা হোক...তার আগে নয়, Will they be ordered to eat gum...be forgiven when they eat...not before
71 kochur tv munafik,0,0,0,0,0,0,0,0,0,৭১ বছর টিভি মুনাফিক, 71 years TV hypocrite
Salar put dandha baz,1,0,0,0,1,0,0,0,0,শালার পুত দান্দা বাজ, Son of a bitch.
inshallaha. amder natri abar ai banglai fire asbe. ai natok bangler manush sobai akdin bujte perbe .joy bangla joy bongobondhu.........,0,0,0,0,0,0,0,0,0,ইনশাল্লাহ। আমাদের অভিনেত্রী আবার এই বাংলায় ফিরে আসবে। এই নাটক বাংলার মানুষ সবাই একদিন বুঝতে পারবে। জয় বাংলা জয় বন্ধু.........," Insha Allah, our actress will come back to this Bengal, this drama will be understood by all the people of Bengal."
Gonotonro lagbe na.gonotonro  er nam dia desh lootsos,0,0,0,0,0,0,0,0,0,গণনরো লাগবে না। গণনরো এর নাম দিয়ে দেশ লুটসস, You don't need a countoro.
INSHAALLAH.Sheik Hasina Birangghona beshay Asbay.,0,0,0,0,0,0,0,0,0,ইনশাল্লাহ। শেখ হাসিনা বীরাঙ্গনা রূপে আসবে।, Insha Allah Sheikh Hasina will come as a heroine.
Dim gorom kora 😂,0,0,0,0,0,0,0,0,0,ডিম গরম করা😂, warm up😂
Kintu apni to shorkar poton chan nai,0,0,0,0,0,0,0,0,0,কিন্তু আপনি তো সরকার ভোট চান নাই, But you didn't ask for a government vote.
News er obhab porse ... obastov karo kasei lage nai eta... Uttara Azompur footover er niche eshe dekhen oneke kajer opekkhay thake.,0,0,0,0,0,0,0,0,0,নিউজ এর অবস্থা পড়ছে... অবস্থা কারো কাছে লাগে নাই এটা... উত্তরা আজমপুর ফুটওভার এর নিচে এসে দেখেন অনেকে কাজের অপেক্ষায় থাকে।," Watching the news status...nobody didn't take the status...when you come under the Uttara Azampur foot over, you see many people waiting for work."
Chudanir Puth imrul Tor chamra tuila felbo somoyer dabi,1,0,0,0,0,1,0,0,0,চুদানের পুথ ইমরুল তোর চামরা তুলে ফেলবো সময়ের ছবি," Ishmael, you fucking bitch, I'll take your skin out of time."
Shaitan ka baccha,1,0,0,0,1,0,0,0,0,শয়তান  কা বাচ্চা, Son of a bitch.
ar jonno jara andolon korce jara ader sohoyota orce tara daiye,0,0,0,0,0,0,0,0,0,এর জন্য যারা আন্দোলন করছে যারা তাদের সংখ্যা বাড়ছে তারা দেয়, Those who are protesting for this are increasingly providing
Kuttar baccha.  Baiman er baccha.,1,0,0,0,0,1,0,0,0,কুত্তার বাচ্চা। বাইম্যান এর বাচ্চা।," Son of a bitch, Bayman's son."
Sob jaygay ei bnp chadabaji korche...khomota pele ki je korbe...oporwalai jane😅,0,0,0,0,0,0,0,0,0,সব জায়গায় এই ভিপি চাদাবাজি করছে...সুবিধা পেলে কি যে করবে...ওপরওয়ালাই জানে😅, The VP is fraudulent everywhere...😅
Toi vol korsos seikh hasinar biroddhe keno mamla kiros nai......,0,0,0,0,0,0,0,0,0,তুই ভল করসস শেখ হাসিনার বিরুদ্ধে কেন ঝামেলা কিরস নাই......, You broke why there was no trouble against Sheikh Hasina...
Fighting between imandar namaji to 5 time prayer imandar namaji people,0,0,0,0,0,0,0,0,0,ফাইটার নামাজি থেকে ৫ টাইম নামাজি মানুষ, Fighter prayers to 5 time prayers people
Nije bachte ei kotha guli bolche ..onek bal chircho,1,0,0,0,1,0,0,0,0,নিজে বাচতে এই কথা গুলো বলছে..অনেক বাল করছো, He's saying this to save himself...you're doing a lot of shit.
Akdom dik hoise,0,0,0,0,0,0,0,0,0,একদম দিক হইছে, That's the way.
Allah er dike pire asbar somoy ses hoye jai ni.Jannat e gele Allah sob khoti pusiye diben.,0,0,0,0,0,0,0,0,0,আল্লাহ এর দিকে পিঠে আসার সময় শেষ হয়ে যায় নি।জানাত এ গেলে আল্লাহ সব ক্ষতি তুলে দিবেন।, The time to come back to God is not over. God will remove all the damage.
"Hajare Hajare Bharat Biddesi Essay Post koreo jakhon Advisory council te stan holo na takhon Ei Bharotio Balok tike(Je kina post 1971) Bharat Biddesi Essay Post KORE jabab din.
How faithful PATRIOT you Are?",0,0,0,0,0,0,0,0,0,হাজারে হাজারে ভারত বিদ্দেসি এসে পোস্ট করেও যখন অ্যাডভাইজরি কাউন্সিল এ স্ট্যান্ড হলো না তখন এই ভারতীয় লোকটিকে(যে কিনা পোস্ট ১৯৭১) ভারত বিদ্দেসি এসে পোস্ট করে যাব দিন। হাউ ফেইথফুল প্যাট্রিয়ট ইউ আর?," When thousands of people came to India and posted but did not stand at the Advisory Council, then let this Indian man (who posted 1971) come to India and post. How Faithful Patriot You Are?"
Banglavision chanel ta aktu deken,0,0,0,0,0,0,0,0,0,বাংলাভিশন চ্যানেল টা একটু দেখেন, Take a look at the Banglavision channel.
India Ka ninda janai India out,1,0,0,0,0,0,1,0,0,ইন্ডিয়া কা নিন্দা জানাই ইন্ডিয়া আউট, India Ka Condemn India Out
Good proposal. Beshi beshi towba koro.......,0,0,0,0,0,0,0,0,0,গুড প্রপোজাল। বেশি বেশি তোবা করো....., Good proposal. Do too much...
Bujben akdin jokhon kosto paben,0,0,0,0,0,0,0,0,0,বুঝবেন একদিন যখন কষ্ট পাবেন, Understand one day when you will suffer
"Khagosh ke prodhanmantri holo. Khargosh thanda O niriho prani. Bakigolo bag, bhalluk, hayna Shiyal kukur,hingshra prani. Md. Yunush (khargosh) niriho, tai tar ghare banduk rekhe baki bag bhalluk Shiyal kukur  nijer faida lutbe. Hassina bina Bangladesher kapale dukho acche.",0,0,0,0,0,0,0,0,0," খাগোশ কে প্রধানমন্ত্রি হলো। খাগোশ থানা ও নিরিহ রানী। বাকিগুলো ব্যাগ, ভাল্লুক, হায়না শিয়াল কুক্কুর, হরিণা রানী। মোঃ ইউনুস (খাগোশ) নিরিহ, তাই তার ঘরে ব্যান্ডুক রেখে বাকি ব্যাগ ভাল্লুক শিয়াল কুক্কুর নিজের ফিদা চলবে। হাসিনা বিনা বাংলাদেশের কপালে দুঃখ আছে।"," Khagosh is the Prime Minister. Khagosh is Thana and Nirih Rani. The rest are bags, bears, hyena fox kukkur, Harina Rani. Md. Yunus (Khagosh) is nirih, so leaves his banduk in his house and the rest of the bags will be the bear fox kukkur's own feeds."
"Vai bortomane desher kanai kanai opurnotai vora,agulo purno korte desher manusher proti sosthi ante valo akta somoy dite hobe,noyto karo pokkhey shomvob na!!
Vivinno doler neta kormider r shojjo hocchena,kokhon podobi nia bosbe",0,0,0,0,0,0,0,0,0," ভাই বর্তমান দেশের কানাই কানাই অপূর্ণতায় ভরা,এগুলো পূর্ণ করতে দেশের মানুষের প্রতি আস্থা আনতে ভালো একটা সময় দিতে হবে,যদিও কারো চোখে সম্ভব না!! ভিননো দলের নেতা কর্মীদের আর কাজ হচ্ছে না, কখন পদবি নিয়ে বসবি"," Brother, the current Kanai Kanai of the country is full of inadequacy, you have to give a good time to trust the people of the country, although it is not possible in anyone's eyes!!"
Tomar moto Dalal dorkar ni Tumi akhon Manus ar emotion kiye khela Koro na Mona 😡😡,1,0,0,0,1,0,0,0,0,তোমার মতো দালাল দরকার নাই তুমি এখন মানুষ এর আবেগ নিয়ে খেলা করো না মোনা😡😡," You don't need a broker like you. You don't play with people's emotions, Mona.😡😡"
Tomara asholei student der name dubaiba,1,0,0,0,0,0,0,0,1,তোমরা আসলেই স্টুডেন্ট দের নাম দুবাইবা, You guys really are Dubaiba
Allah tomi bicar koro 🥺,0,0,0,0,0,0,0,0,0,আল্লাহ তুমি বিচার করো🥺," God, judge.🥺"
r ektu treatment debar por army'r haate dile valo hoto na?,1,0,0,0,0,1,0,0,0,আর একটু ট্রিটমেন্ট দেয়ার পর আর্মি'র হাতে দিলে ভালো হতো না?, Wouldn't it be better to hand it over to the army after a little treatment?
Bhai Ekta ajaira proshno korar manee ki ? ...ke Kon gaan e nachbe ki korbe ...eita jar jar iccha ..  eigula illogical question pichone kisu na kisu asee,0,0,0,0,0,0,0,0,0,ভাই একটা আজাইরা প্রশ্ন করার মানে কি?...কে কোন গান এ নাচবে কি করবে...এটা যার যার ইচ্ছা.. এইগুলা লজিকাল প্রশ্ন ছবিতে কিছু না কিছু আসে," Brother, what's the point of asking a fucking question...who will dance in a song or what...this is whatever one wants...this is a logical question that comes to the picture."
Ei kottar baccha ke idintifikorte hobe,1,0,0,0,0,1,0,0,0,এই জায়গার বাচ্চা কে আয় ডিন্টিফিক করতে হবে, The kids in this place have to detectorize their income.
Ahh mone onek kosto 😂😂😂😂 koto din hoiche mp hoi na😂😂😂😂 bai tura ki korbi zara chilo 😂😂😂tara jemon 😂😂😂tura o same kono difference nai 😂😂😂😂,0,0,0,0,0,0,0,0,0,আহ মনে অনেক কষ্ট কত দিন হইছে এমবি হয় না ভাই তোরা কি করবি যারা ছিল তারা যেমন তোরা ও সেইম কোনো পার্থক্য নাই😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂," Ah, I think it's been a long time since MB isn't available Brother, what are you gonna do like those who were like you and that is no difference😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂"
Komar bacha Somon,1,0,0,0,1,0,0,0,0,কামার চাচা সুমন , Kamar Chacha Sumon
Polisar upora khota biyadfop,1,0,0,0,1,0,0,0,0,পলিসার উপর খুটা বিয়াদফপ, Badfop on polysar
Apnak aga valo mone kortam akhon bujlamapni akta soytan,1,0,0,0,1,0,0,0,0,আপনাকে আগে ভালো মনে করতাম এখন বুঝলাম আপনি একটা সন্তান," I used to think you were good, but now I realize you're a child."
Uni thik Bolesen,0,0,0,0,0,0,0,0,0,উনি ঠিক বলেছেন, He's right.
OC Kay borkhasto koray notun OC motayon koray mamla news hok. Plus desh drohi mamla dewa hok Hasina r birudhdhay.,0,0,0,0,0,0,0,0,0,ওসি কে অবরুদ্ধ করে নতুন ওসি বাস্তবায়ন করে মামা নিউজ হোক। প্লাস দেশ চালিত মামা দেওয়া হোক হাসিনা আর বিরোধে।," Blocking the OC and implementing the new OC, Mama News, Plus the country-driven Mama to Hasina and the Conflict."
Kotha thik acay Right kinto ai sahos agay daykhilay ki hoito apnadayr morjada onayk opuray thakto,0,0,0,0,0,0,0,0,0,কথা ঠিক আছে রাইট কিন্তু এই সহগ আগে দিনে পড়লে কি হতো আপনার মৃত্যুর উপর নির্ভর থাকতো," It's okay, right, but what would happen if this coefficient was in the past day depended on your death."
Medhabider joi hobe In Sha Allah. ❤,0,0,0,0,0,0,0,0,0,ব্লগারদের জয় হবে ইন শা আল্লাহ।❤, Bloggers will win in sha Allah.❤
InsaAllah joi hobe,0,0,0,0,0,0,0,0,0,ইনশাল্লাহ জয় হবে, Insha Allah will win
Poster duson hoy onk ..nished😂koruk poster,0,0,0,0,0,0,0,0,0,পোস্টার দুসন হয় অনেক..নিশিদকরুক পোস্টার😂, Posters are too poor..😂
Ai madarsud polisher bacchar porichoy valobabe viral korte hobe,1,0,0,0,0,1,0,0,0,এই মাদারসুদ পলিশের ব্যাগের পরিচয় ভালোভাবে ভাইরাল করতে হবে, The identity of this mothersud polish bag must be viral.
Lotir vai bnp lungi dance dice hol mukh khule na hole ato pechas k amrao andolon korci guli khaci fajlami korisna,0,0,0,0,0,0,0,0,0,লোটির ভাই বিএনপি লুঙ্গি ড্যান্স দিসে হল মুখ খুলে না হলে এত চেষ্টা কে আমরা আন্দোলন করছি গুলি খাসি ফাজিলি করসিনা, Loti's brother BNP danced lungi if you don't open your mouth so much effort we're protesting
"Sumon nije thik nai abar arek joner bepare kotha bolte asche,amader dese amra jake eiccha take upodestha banabo,tor kire vai, tor to dr.unus somporke kotha bolar o joggota nai😂sumon tore to akhon amra amader jutar somo tullo mone kori,tui abr kotha bolte aschos",1,0,0,0,1,0,0,0,0," সুমন নিজে ঠিক নাই আবার অনেক জনের উপরে কথা বলতে আসছে,আমাদের দেশে আমরা যাকে ইচ্ছা তাকে উপদেষ্টা বানাবো,তোর কিরে ভাই, তোর তো ড.ইউনাস সম্পর্কে কথা বলার ও যোগিতা নাইসুমন তোলে তো এখন আমরা আমাদের শরীরের সব তুলা মনে করি,তাই আবার কথা বলতে আসছে😂"," Sumon himself is not okay and is coming to talk on a lot of people, in our country we will make advisers whomever we want, what is your brother, you have to talk about Dr. Unus, so now we consider all cotton in our body, so he is coming to talk again😂"
Bachar poth khujteche,0,0,0,0,0,0,0,0,0,ভালো পথ খুঁজতেছে, looking for a better way.
va shob theka eder nite hobe naki..ajib bepar,0,0,0,0,0,0,0,0,0,ভাই সব থেকে এদের নিতে হবে নাকি..এজি বেপার, Brother won't we take them the most...
"Ai sorkarer kobe poton hobe,,,,,",0,0,0,0,0,0,0,0,0," এই সরকারের কবে পটন হবে,,,", When will this government be replaced...
Durnitir biduddhe thakbe but hasinar satheo thakbe 😂,0,0,0,0,0,0,0,0,0,দুর্নীতির বিরুদ্ধে থাকবে বাট হাসিনার সাথে থাকবে😂, Stay against corruption but stay with Hasina😂
Sob koytare bras fayar dite Hobe Ara indiyar dalal,1,0,0,0,0,1,0,0,0,সব কয়টারে ব্রাস ফেয়ার দিতে হবে এরা ইন্ডিয়ার দালাল, They're all brass fair. They're Indian brokers.
Hasina gale o kichu kotta akhono roya gache,1,0,0,0,1,0,0,0,0,হাসিনা গেলে ও কিছু কিছু এখনো রয়ে গেছে," Even if Hasina goes away, some remains."
Oder sobar fashi chai,1,0,0,0,0,1,0,0,0,ওদের সবার ফাঁসি চাই, I want them all hanged.
Aisalar kopalay kosto,0,0,0,0,0,0,0,0,0,আয় শালার  কোলে কষ্ট," Come on, trouble in his lap."
"Baire ay tore thapraya dat falai dibo,tor upor rag amader alemder tui....",1,0,0,0,1,0,0,0,0," বাইরে এই তোরে থাপ্রায়া দাত ফালাই দিবো,তোর উপর রাগ আমাদের আলেমদের তুই...."," Out there I'm gonna smash your teeth, I'm angry with our clerics..."
Sob koi ta ke sotik bichar korte hobe jara jara help kore che jawar jonne,0,0,0,0,0,0,0,0,0,সব কই টা কে সঠিক বিচার করতে হবে যারা যারা হেল্প করে চে যাওয়ার জন্য, Everyone who helps to go to Che
Ai Dalal abar koi theke alo,0,0,0,0,0,0,0,0,0,এই দালাল আবার কই থেকে আলো, Where the hell is this broker?
Mayar mukhar vasa kharap.,1,0,0,0,1,0,0,0,0,মায়ার মুখের ভাষা খারাপ।, Maya's voice is bad.
"Osadharon, ki mojar mishti...............",0,0,0,0,0,0,0,0,0," সাধারণ, কি মজার ভ্রান্তি....."," General, what a funny mistake..."
Sikkhatira besi kortace,0,0,0,0,0,0,0,0,0,শিক্ষকেরা বেশি করতেছে, The teachers are doing too much
Police er character akhno thik hoynai..akhno paltaynai....aisob policeer pasay lathi diye ber kore notun sot police niyog daoa hok,0,0,0,0,0,0,0,0,0,পুলিশ এর ক্যারেক্টার এখনো ঠিক হয়নাই..এখন পালাটাইনাই....এইসব পুলিশের পাশে লাঠি দিয়ে বের করে নতুন সৎ পুলিশ নিয়োগ দেওয়া হোক, The character of the police has not yet been fixed...Now it hasn't been escorted...
Val pakna baiman,0,0,0,0,0,0,0,0,0,ভাল পাকনা ভাইজান," Brother, you don't get well."
Kutta police 👞🤮👎,1,0,0,0,0,0,0,0,1,কুত্তা পুলিশ👞🤮👎, dog police👞🤮👎
